epoch,binary_accuracy,loss,mean_iou,val_binary_accuracy,val_loss,val_mean_iou
0,0.9281345381005727,0.18046987956122,0.5879152112524322,0.9608371283510606,0.10965238500842088,0.6966405532342924
1,0.9595437145248354,0.10716416562044322,0.7328171448453733,0.9655706878188702,0.0924541322152606,0.7553211892251488
2,0.9648330491897138,0.09374751221088133,0.7697421831426478,0.9715607125650753,0.07291022942147472,0.7820713962569381
3,0.9668126853784835,0.08583005406785965,0.7903731737579704,0.9698100115755479,0.07653736017590804,0.7974348231185254
4,0.9674121456652415,0.08423164799057747,0.8025099987773938,0.9640950196080929,0.08926668704199277,0.8067841041002343
5,0.9683953224377606,0.08096970368394833,0.8104426506069538,0.9699829347205885,0.07506521771464383,0.813750778635343
6,0.9693187429515157,0.07760224554275397,0.8166317212141804,0.9722805962288122,0.07011769653009854,0.8194336925479148
7,0.9708290440777058,0.07389764943793072,0.8220632743751847,0.9714015224854723,0.07032619237149362,0.8243843064033728
8,0.9688255839717209,0.0809333295130002,0.8258798013342996,0.969202797069694,0.07469610940439231,0.827434787696058
9,0.9715908849777762,0.07222368565427126,0.8292294760772594,0.9714240496107143,0.06885045547065118,0.8310043597392899
10,0.9715960543551642,0.0722456739701516,0.8324186603734932,0.9727984855500914,0.06570032254370639,0.8338102934171827
11,0.9708112178997967,0.07556691272543481,0.8350317588572977,0.9695343591950156,0.07717896329069679,0.8360621441494335
12,0.9718151623403947,0.07205737191322178,0.8370511081137397,0.9720954834986076,0.06911134108793822,0.8380530523739272
13,0.9718068362836922,0.07274880644014584,0.8390327038542005,0.9725805396656338,0.06646024741285997,0.839925990259047
14,0.9729782540136209,0.06904209232954431,0.8409825998162782,0.9720571424924966,0.06845177357282603,0.8419979621063579
15,0.9725988424048516,0.06982028222122402,0.842898083485575,0.9701678975880574,0.07295530136647842,0.8435796066153821
